filename,primary_category,people_bucket,cropped_original,colorized_path,topaz_path,person_crops_count,person_crop_paths_json,status,error
1161_Caves_of_Karlie_7_Attendant_Musicians.jpg,people,group_6_plus,cropped_originals\1161_Caves_of_Karlie_7_Attendant_Musicians_cropped.jpg,colorized\1161_Caves_of_Karlie_7_Attendant_Musicians_color.png,full_restored\1161_Caves_of_Karlie_7_Attendant_Musicians_topaz.jpg,11,"[""upper_body_crops\\1161_Caves_of_Karlie_7_Attendant_Musicians_person_01.jpg"", ""upper_body_crops\\1161_Caves_of_Karlie_7_Attendant_Musicians_person_02.jpg"", ""upper_body_crops\\1161_Caves_of_Karlie_7_Attendant_Musicians_person_03.jpg"", ""upper_body_crops\\1161_Caves_of_Karlie_7_Attendant_Musicians_person_04.jpg"", ""upper_body_crops\\1161_Caves_of_Karlie_7_Attendant_Musicians_person_05.jpg"", ""upper_body_crops\\1161_Caves_of_Karlie_7_Attendant_Musicians_person_06.jpg"", ""upper_body_crops\\1161_Caves_of_Karlie_7_Attendant_Musicians_person_07.jpg"", ""upper_body_crops\\1161_Caves_of_Karlie_7_Attendant_Musicians_person_08.jpg"", ""upper_body_crops\\1161_Caves_of_Karlie_7_Attendant_Musicians_person_09.jpg"", ""upper_body_crops\\1161_Caves_of_Karlie_7_Attendant_Musicians_person_10.jpg"", ""upper_body_crops\\1161_Caves_of_Karlie_7_Attendant_Musicians_person_11.jpg""]",complete,
1169_Fort_Bombay.jpg,people,group_6_plus,cropped_originals\1169_Fort_Bombay_cropped.jpg,colorized\1169_Fort_Bombay_color.png,full_restored\1169_Fort_Bombay_topaz.jpg,7,"[""upper_body_crops\\1169_Fort_Bombay_person_01.jpg"", ""upper_body_crops\\1169_Fort_Bombay_person_02.jpg"", ""upper_body_crops\\1169_Fort_Bombay_person_03.jpg"", ""upper_body_crops\\1169_Fort_Bombay_person_04.jpg"", ""upper_body_crops\\1169_Fort_Bombay_person_05.jpg"", ""upper_body_crops\\1169_Fort_Bombay_person_06.jpg"", ""upper_body_crops\\1169_Fort_Bombay_person_07.jpg""]",complete,
1172_Ruined_Portuguese_Church_Bassien.jpg,people,one_person,cropped_originals\1172_Ruined_Portuguese_Church_Bassien_cropped.jpg,colorized\1172_Ruined_Portuguese_Church_Bassien_color.png,full_restored\1172_Ruined_Portuguese_Church_Bassien_topaz.jpg,0,[],complete,
1177_Boats.jpg,people,one_person,cropped_originals\1177_Boats_cropped.jpg,colorized\1177_Boats_color.png,full_restored\1177_Boats_topaz.jpg,0,[],complete,
1180_Ahmedabhad.jpg,people,group_6_plus,cropped_originals\1180_Ahmedabhad_cropped.jpg,colorized\1180_Ahmedabhad_color.png,full_restored\1180_Ahmedabhad_topaz.jpg,1,"[""upper_body_crops\\1180_Ahmedabhad_person_01.jpg""]",complete,
1183_Ahmedabhad.jpg,people,group_3_to_5,cropped_originals\1183_Ahmedabhad_cropped.jpg,colorized\1183_Ahmedabhad_color.png,full_restored\1183_Ahmedabhad_topaz.jpg,0,[],complete,
1184_Ahmedabhad.jpg,people,group_3_to_5,cropped_originals\1184_Ahmedabhad_cropped.jpg,colorized\1184_Ahmedabhad_color.png,full_restored\1184_Ahmedabhad_topaz.jpg,0,[],complete,
1185_Ahmedabhad.jpg,people,one_person,cropped_originals\1185_Ahmedabhad_cropped.jpg,colorized\1185_Ahmedabhad_color.png,full_restored\1185_Ahmedabhad_topaz.jpg,0,[],complete,
1186_Ahmedabhad.jpg,people,group_6_plus,cropped_originals\1186_Ahmedabhad_cropped.jpg,colorized\1186_Ahmedabhad_color.png,full_restored\1186_Ahmedabhad_topaz.jpg,1,"[""upper_body_crops\\1186_Ahmedabhad_person_01.jpg""]",complete,
1187_English_Steamer_in_Bombay_Harbour.jpg,people,group_6_plus,cropped_originals\1187_English_Steamer_in_Bombay_Harbour_cropped.jpg,colorized\1187_English_Steamer_in_Bombay_Harbour_color.png,full_restored\1187_English_Steamer_in_Bombay_Harbour_topaz.jpg,20,"[""upper_body_crops\\1187_English_Steamer_in_Bombay_Harbour_person_01.jpg"", ""upper_body_crops\\1187_English_Steamer_in_Bombay_Harbour_person_02.jpg"", ""upper_body_crops\\1187_English_Steamer_in_Bombay_Harbour_person_03.jpg"", ""upper_body_crops\\1187_English_Steamer_in_Bombay_Harbour_person_04.jpg"", ""upper_body_crops\\1187_English_Steamer_in_Bombay_Harbour_person_05.jpg"", ""upper_body_crops\\1187_English_Steamer_in_Bombay_Harbour_person_06.jpg"", ""upper_body_crops\\1187_English_Steamer_in_Bombay_Harbour_person_07.jpg"", ""upper_body_crops\\1187_English_Steamer_in_Bombay_Harbour_person_08.jpg"", ""upper_body_crops\\1187_English_Steamer_in_Bombay_Harbour_person_09.jpg"", ""upper_body_crops\\1187_English_Steamer_in_Bombay_Harbour_person_10.jpg"", ""upper_body_crops\\1187_English_Steamer_in_Bombay_Harbour_person_11.jpg"", ""upper_body_crops\\1187_English_Steamer_in_Bombay_Harbour_person_12.jpg"", ""upper_body_crops\\1187_English_Steamer_in_Bombay_Harbour_person_13.jpg"", ""upper_body_crops\\1187_English_Steamer_in_Bombay_Harbour_person_14.jpg"", ""upper_body_crops\\1187_English_Steamer_in_Bombay_Harbour_person_15.jpg"", ""upper_body_crops\\1187_English_Steamer_in_Bombay_Harbour_person_16.jpg"", ""upper_body_crops\\1187_English_Steamer_in_Bombay_Harbour_person_17.jpg"", ""upper_body_crops\\1187_English_Steamer_in_Bombay_Harbour_person_18.jpg"", ""upper_body_crops\\1187_English_Steamer_in_Bombay_Harbour_person_19.jpg"", ""upper_body_crops\\1187_English_Steamer_in_Bombay_Harbour_person_20.jpg""]",complete,
1189_Outlet_of_the_Tank_Sirkejan_Ahmedabad.jpg,people,one_person,cropped_originals\1189_Outlet_of_the_Tank_Sirkejan_Ahmedabad_cropped.jpg,colorized\1189_Outlet_of_the_Tank_Sirkejan_Ahmedabad_color.png,full_restored\1189_Outlet_of_the_Tank_Sirkejan_Ahmedabad_topaz.jpg,0,[],complete,
1191_Ghaut_incline_G_I_P_Ry.jpg,people,group_3_to_5,cropped_originals\1191_Ghaut_incline_G_I_P_Ry_cropped.jpg,colorized\1191_Ghaut_incline_G_I_P_Ry_color.png,full_restored\1191_Ghaut_incline_G_I_P_Ry_topaz.jpg,2,"[""upper_body_crops\\1191_Ghaut_incline_G_I_P_Ry_person_01.jpg"", ""upper_body_crops\\1191_Ghaut_incline_G_I_P_Ry_person_02.jpg""]",complete,
1195_Thull_Ghaut_incline_old_road_with_Cotton_Bullocks_G_I_P_Ry.jpg,people,one_person,cropped_originals\1195_Thull_Ghaut_incline_old_road_with_Cotton_Bullocks_G_I_P_Ry_cropped.jpg,colorized\1195_Thull_Ghaut_incline_old_road_with_Cotton_Bullocks_G_I_P_Ry_color.png,full_restored\1195_Thull_Ghaut_incline_old_road_with_Cotton_Bullocks_G_I_P_Ry_topaz.jpg,0,[],complete,
1199_Town_Hall_Bombay_Cotton_Green_before_Elphinstone_Circle_was_built.jpg,people,group_3_to_5,cropped_originals\1199_Town_Hall_Bombay_Cotton_Green_before_Elphinstone_Circle_was_built_cropped.jpg,colorized\1199_Town_Hall_Bombay_Cotton_Green_before_Elphinstone_Circle_was_built_color.png,full_restored\1199_Town_Hall_Bombay_Cotton_Green_before_Elphinstone_Circle_was_built_topaz.jpg,5,"[""upper_body_crops\\1199_Town_Hall_Bombay_Cotton_Green_before_Elphinstone_Circle_was_built_person_01.jpg"", ""upper_body_crops\\1199_Town_Hall_Bombay_Cotton_Green_before_Elphinstone_Circle_was_built_person_02.jpg"", ""upper_body_crops\\1199_Town_Hall_Bombay_Cotton_Green_before_Elphinstone_Circle_was_built_person_03.jpg"", ""upper_body_crops\\1199_Town_Hall_Bombay_Cotton_Green_before_Elphinstone_Circle_was_built_person_04.jpg"", ""upper_body_crops\\1199_Town_Hall_Bombay_Cotton_Green_before_Elphinstone_Circle_was_built_person_05.jpg""]",complete,
1201_Waee.jpg,people,one_person,cropped_originals\1201_Waee_cropped.jpg,colorized\1201_Waee_color.png,full_restored\1201_Waee_topaz.jpg,0,[],complete,
1202_Tanna.jpg,people,group_3_to_5,cropped_originals\1202_Tanna_cropped.jpg,colorized\1202_Tanna_color.png,full_restored\1202_Tanna_topaz.jpg,1,"[""upper_body_crops\\1202_Tanna_person_01.jpg""]",complete,
1204_Rock_cut_Temples_Ellora.jpg,people,two_people,cropped_originals\1204_Rock_cut_Temples_Ellora_cropped.jpg,colorized\1204_Rock_cut_Temples_Ellora_color.png,full_restored\1204_Rock_cut_Temples_Ellora_topaz.jpg,2,"[""upper_body_crops\\1204_Rock_cut_Temples_Ellora_person_01.jpg"", ""upper_body_crops\\1204_Rock_cut_Temples_Ellora_person_02.jpg""]",complete,
1207_Waee.jpg,people,one_person,cropped_originals\1207_Waee_cropped.jpg,colorized\1207_Waee_color.png,full_restored\1207_Waee_topaz.jpg,0,[],complete,
1212_Depot.jpg,people,two_people,cropped_originals\1212_Depot_cropped.jpg,colorized\1212_Depot_color.png,full_restored\1212_Depot_topaz.jpg,0,[],complete,
1215_Maharatta_Temple.jpg,people,group_3_to_5,cropped_originals\1215_Maharatta_Temple_cropped.jpg,colorized\1215_Maharatta_Temple_color.png,full_restored\1215_Maharatta_Temple_topaz.jpg,3,"[""upper_body_crops\\1215_Maharatta_Temple_person_01.jpg"", ""upper_body_crops\\1215_Maharatta_Temple_person_02.jpg"", ""upper_body_crops\\1215_Maharatta_Temple_person_03.jpg""]",complete,
1217_Parbutti_Temple_Plains_of_Kirkee.jpg,people,group_3_to_5,cropped_originals\1217_Parbutti_Temple_Plains_of_Kirkee_cropped.jpg,colorized\1217_Parbutti_Temple_Plains_of_Kirkee_color.png,full_restored\1217_Parbutti_Temple_Plains_of_Kirkee_topaz.jpg,3,"[""upper_body_crops\\1217_Parbutti_Temple_Plains_of_Kirkee_person_01.jpg"", ""upper_body_crops\\1217_Parbutti_Temple_Plains_of_Kirkee_person_02.jpg"", ""upper_body_crops\\1217_Parbutti_Temple_Plains_of_Kirkee_person_03.jpg""]",complete,
1218_Indian_Village.jpg,people,group_6_plus,cropped_originals\1218_Indian_Village_cropped.jpg,colorized\1218_Indian_Village_color.png,full_restored\1218_Indian_Village_topaz.jpg,7,"[""upper_body_crops\\1218_Indian_Village_person_01.jpg"", ""upper_body_crops\\1218_Indian_Village_person_02.jpg"", ""upper_body_crops\\1218_Indian_Village_person_03.jpg"", ""upper_body_crops\\1218_Indian_Village_person_04.jpg"", ""upper_body_crops\\1218_Indian_Village_person_05.jpg"", ""upper_body_crops\\1218_Indian_Village_person_06.jpg"", ""upper_body_crops\\1218_Indian_Village_person_07.jpg""]",complete,
1223_Temple_on_Ghat.jpg,people,one_person,cropped_originals\1223_Temple_on_Ghat_cropped.jpg,colorized\1223_Temple_on_Ghat_color.png,full_restored\1223_Temple_on_Ghat_topaz.jpg,1,"[""upper_body_crops\\1223_Temple_on_Ghat_person_01.jpg""]",complete,
1225_Deccan_Carts.jpg,people,group_6_plus,cropped_originals\1225_Deccan_Carts_cropped.jpg,colorized\1225_Deccan_Carts_color.png,full_restored\1225_Deccan_Carts_topaz.jpg,2,"[""upper_body_crops\\1225_Deccan_Carts_person_01.jpg"", ""upper_body_crops\\1225_Deccan_Carts_person_02.jpg""]",complete,
1226_Parbutti_Temple_in_Poona.jpg,people,one_person,cropped_originals\1226_Parbutti_Temple_in_Poona_cropped.jpg,colorized\1226_Parbutti_Temple_in_Poona_color.png,full_restored\1226_Parbutti_Temple_in_Poona_topaz.jpg,1,"[""upper_body_crops\\1226_Parbutti_Temple_in_Poona_person_01.jpg""]",complete,
1231_Temple_of_Kundoba_Jajoori.jpg,people,group_6_plus,cropped_originals\1231_Temple_of_Kundoba_Jajoori_cropped.jpg,colorized\1231_Temple_of_Kundoba_Jajoori_color.png,full_restored\1231_Temple_of_Kundoba_Jajoori_topaz.jpg,3,"[""upper_body_crops\\1231_Temple_of_Kundoba_Jajoori_person_01.jpg"", ""upper_body_crops\\1231_Temple_of_Kundoba_Jajoori_person_02.jpg"", ""upper_body_crops\\1231_Temple_of_Kundoba_Jajoori_person_03.jpg""]",complete,
1232_Hindu_Temple.jpg,people,one_person,cropped_originals\1232_Hindu_Temple_cropped.jpg,colorized\1232_Hindu_Temple_color.png,full_restored\1232_Hindu_Temple_topaz.jpg,0,[],complete,
1233_Maharatta_Poona_Temple.jpg,people,group_3_to_5,cropped_originals\1233_Maharatta_Poona_Temple_cropped.jpg,colorized\1233_Maharatta_Poona_Temple_color.png,full_restored\1233_Maharatta_Poona_Temple_topaz.jpg,3,"[""upper_body_crops\\1233_Maharatta_Poona_Temple_person_01.jpg"", ""upper_body_crops\\1233_Maharatta_Poona_Temple_person_02.jpg"", ""upper_body_crops\\1233_Maharatta_Poona_Temple_person_03.jpg""]",complete,
1237_Rock_cut_Temples.jpg,people,group_6_plus,cropped_originals\1237_Rock_cut_Temples_cropped.jpg,colorized\1237_Rock_cut_Temples_color.png,full_restored\1237_Rock_cut_Temples_topaz.jpg,1,"[""upper_body_crops\\1237_Rock_cut_Temples_person_01.jpg""]",complete,
1240_Tree_and_Bridge.jpg,people,two_people,cropped_originals\1240_Tree_and_Bridge_cropped.jpg,colorized\1240_Tree_and_Bridge_color.png,full_restored\1240_Tree_and_Bridge_topaz.jpg,1,"[""upper_body_crops\\1240_Tree_and_Bridge_person_01.jpg""]",complete,
1248_Great_Gun_Beejapoor.jpg,people,two_people,cropped_originals\1248_Great_Gun_Beejapoor_cropped.jpg,colorized\1248_Great_Gun_Beejapoor_color.png,full_restored\1248_Great_Gun_Beejapoor_topaz.jpg,3,"[""upper_body_crops\\1248_Great_Gun_Beejapoor_person_01.jpg"", ""upper_body_crops\\1248_Great_Gun_Beejapoor_person_02.jpg"", ""upper_body_crops\\1248_Great_Gun_Beejapoor_person_03.jpg""]",complete,
1251_The_Great_Tank_Beejapoor.jpg,people,two_people,cropped_originals\1251_The_Great_Tank_Beejapoor_cropped.jpg,colorized\1251_The_Great_Tank_Beejapoor_color.png,full_restored\1251_The_Great_Tank_Beejapoor_topaz.jpg,0,[],complete,
1255_Bridge_Construction.jpg,people,group_6_plus,cropped_originals\1255_Bridge_Construction_cropped.jpg,colorized\1255_Bridge_Construction_color.png,full_restored\1255_Bridge_Construction_topaz.jpg,5,"[""upper_body_crops\\1255_Bridge_Construction_person_01.jpg"", ""upper_body_crops\\1255_Bridge_Construction_person_02.jpg"", ""upper_body_crops\\1255_Bridge_Construction_person_03.jpg"", ""upper_body_crops\\1255_Bridge_Construction_person_04.jpg"", ""upper_body_crops\\1255_Bridge_Construction_person_05.jpg""]",complete,
1258_Mahowlee_near_Saltara.jpg,people,one_person,cropped_originals\1258_Mahowlee_near_Saltara_cropped.jpg,colorized\1258_Mahowlee_near_Saltara_color.png,full_restored\1258_Mahowlee_near_Saltara_topaz.jpg,0,[],complete,
1259_Temple_of_Siva.jpg,people,one_person,cropped_originals\1259_Temple_of_Siva_cropped.jpg,colorized\1259_Temple_of_Siva_color.png,full_restored\1259_Temple_of_Siva_topaz.jpg,0,[],complete,
1260_Temple_of_Siva_Mahades_Source_of_Chrisna_Mahabuleshwar.jpg,people,group_6_plus,cropped_originals\1260_Temple_of_Siva_Mahades_Source_of_Chrisna_Mahabuleshwar_cropped.jpg,colorized\1260_Temple_of_Siva_Mahades_Source_of_Chrisna_Mahabuleshwar_color.png,full_restored\1260_Temple_of_Siva_Mahades_Source_of_Chrisna_Mahabuleshwar_topaz.jpg,4,"[""upper_body_crops\\1260_Temple_of_Siva_Mahades_Source_of_Chrisna_Mahabuleshwar_person_01.jpg"", ""upper_body_crops\\1260_Temple_of_Siva_Mahades_Source_of_Chrisna_Mahabuleshwar_person_02.jpg"", ""upper_body_crops\\1260_Temple_of_Siva_Mahades_Source_of_Chrisna_Mahabuleshwar_person_03.jpg"", ""upper_body_crops\\1260_Temple_of_Siva_Mahades_Source_of_Chrisna_Mahabuleshwar_person_04.jpg""]",complete,
